Company,TypeName,Inches,Ram_GB,Weight_kg,cpu_brand,cpu_ghz,gpu_brand,storage_type,storage_gb,res_width,res_height,ppi,is_touchscreen,is_ips,os_clean,Price_euros,log_price,ram_tier,storage_tier,cpu_perf_score,is_premium,weight_category
Dell,Notebook,15.6,8,2.36,Intel,1.8,AMD,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,979.0,6.887552571664617,Mid (8GB),Ultra (1TB+),1.8,0,Standard
Dell,2 in 1 Convertible,11.6,4,1.47,Intel,1.6,Intel,HDD,500.0,1366.0,768.0,135.09,1,0,Windows,479.0,6.173786103901937,Low (≤4GB),High (512GB),1.6,0,Ultralight
Dell,Notebook,17.3,8,4.42,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,2046.0,7.624130585661289,Mid (8GB),Ultra (1TB+),2.7,0,Heavy
Microsoft,Ultrabook,13.5,4,1.252,Intel,2.2,Intel,SSD,128.0,2256.0,1504.0,200.84,1,0,Windows,989.0,6.897704943128636,Low (≤4GB),Low (≤128GB),2.2,1,Ultralight
Microsoft,Ultrabook,13.5,8,1.25,Intel,2.5,Intel,SSD,256.0,2256.0,1504.0,200.84,1,0,Windows,1799.0,7.495541943884256,Mid (8GB),Mid (256GB),2.5,1,Ultralight
HP,Notebook,17.3,8,2.5,Intel,2.5,Intel,SSD,256.0,1600.0,900.0,106.11,0,0,Windows,639.9,6.462873438510181,Mid (8GB),Mid (256GB),2.5,0,Heavy
Acer,Notebook,15.6,4,2.23,Intel,2.5,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,544.0,6.300785794663244,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Acer,Netbook,11.6,4,1.4,Intel,1.6,Intel,SSD,128.0,1366.0,768.0,135.09,0,0,Windows,435.0,6.077642243349034,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Asus,Notebook,15.6,8,2.37,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,749.0,6.620073206530356,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Lenovo,Notebook,14.0,8,1.5,Intel,2.7,AMD,SSD,512.0,1920.0,1080.0,157.35,0,1,No OS,799.0,6.684611727667927,Mid (8GB),High (512GB),2.7,1,Light
Lenovo,Notebook,15.6,8,2.67,Intel,2.9,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,2090.0,7.645397699428633,Mid (8GB),Mid (256GB),2.9,0,Heavy
Asus,Notebook,15.6,4,2.0,Intel,1.1,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,304.0,5.720311776607412,Low (≤4GB),High (512GB),1.1,0,Standard
Acer,Notebook,15.6,4,2.2,Intel,2.5,Nvidia,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,469.0,6.152732694704104,Low (≤4GB),High (512GB),2.5,0,Standard
Dell,Notebook,15.6,8,2.02,Intel,1.6,AMD,HDD,2048.0,1920.0,1080.0,141.21,0,0,Windows,759.0,6.633318433280377,Mid (8GB),Ultra (1TB+),1.6,0,Standard
HP,Gaming,17.3,12,3.78,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,1,Windows,1699.0,7.438383530044307,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Ultrabook,14.0,12,1.4,Intel,2.6,Intel,SSD,256.0,2560.0,1440.0,209.8,0,1,Windows,1858.0,7.527793987721444,High (16GB),Mid (256GB),2.6,1,Ultralight
HP,2 in 1 Convertible,13.3,8,1.29,Intel,1.8,Intel,SSD,512.0,3840.0,2160.0,331.26,1,1,Windows,1999.0,7.600902459542082,Mid (8GB),High (512GB),1.8,1,Ultralight
HP,Notebook,15.6,8,1.9,Intel,2.5,AMD,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,1154.0,7.051855622955894,Mid (8GB),High (512GB),2.5,0,Light
Google,Ultrabook,12.3,8,1.1,Intel,1.2,Intel,SSD,128.0,2400.0,1600.0,234.51,1,0,Chrome OS,1275.0,7.151485463904735,Mid (8GB),Low (≤128GB),1.2,1,Ultralight
Dell,Ultrabook,13.3,8,1.42,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,165.63,1,0,Windows,1841.85,7.519068565317946,Mid (8GB),Mid (256GB),1.6,1,Ultralight
Asus,Notebook,15.6,12,2.06,Intel,2.6,Intel,Hybrid,1152.0,3840.0,2160.0,282.42,0,1,Windows,1299.0,7.170119543449628,High (16GB),Ultra (1TB+),2.6,0,Standard
Dell,Notebook,14.0,8,1.79,Intel,2.3,Intel,SSD,128.0,1366.0,768.0,111.94,0,0,Windows,740.0,6.608000625296087,Mid (8GB),Low (≤128GB),2.3,0,Light
Dell,Workstation,15.6,8,1.78,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,2408.0,7.786967002614872,Mid (8GB),Mid (256GB),2.8,1,Light
Lenovo,Notebook,14.0,8,1.7,Intel,2.5,Intel,SSD,180.0,1920.0,1080.0,157.35,0,0,Windows,1364.0,7.21890970761906,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Notebook,15.6,8,2.2,Intel,1.6,AMD,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,675.0,6.516193076042964,Mid (8GB),Ultra (1TB+),1.6,0,Standard
Toshiba,Notebook,13.3,8,1.05,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,1672.0,7.422373700986824,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Dell,Notebook,15.6,8,2.16,Intel,1.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,1262.0,7.141245122350491,Mid (8GB),High (512GB),1.8,1,Standard
Dell,Notebook,15.6,4,2.18,Intel,2.4,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,586.6,6.376046444299722,Low (≤4GB),Ultra (1TB+),2.4,0,Standard
HP,Notebook,13.3,4,1.49,Intel,1.6,Intel,SSD,128.0,1920.0,1080.0,165.63,0,1,Windows,726.0,6.588926477533519,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Chuwi,Notebook,15.6,4,1.89,Intel,1.44,Intel,SSD,64.0,1920.0,1080.0,141.21,0,0,Windows,248.9,5.521060837840906,Low (≤4GB),Low (≤128GB),1.44,0,Light
Lenovo,Notebook,15.6,4,2.3,Intel,2.0,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,565.0,6.338594078203183,Low (≤4GB),Low (≤128GB),2.0,0,Standard
Lenovo,Notebook,14.0,8,1.75,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1049.0,6.956545443151569,Mid (8GB),Mid (256GB),1.6,0,Light
Dell,Workstation,15.6,16,2.17,Intel,2.7,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,2338.0,7.757478766584179,High (16GB),High (512GB),2.7,1,Standard
Dell,Notebook,15.6,16,2.06,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,1899.0,7.549609165154532,High (16GB),High (512GB),2.8,1,Standard
Lenovo,Ultrabook,12.5,16,1.36,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,176.23,0,1,Windows,1798.0,7.494986233950533,High (16GB),High (512GB),2.7,1,Ultralight
Asus,Ultrabook,12.5,16,0.91,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,176.23,0,0,Windows,1950.0,7.576097340623111,High (16GB),High (512GB),2.7,1,Ultralight
Lenovo,Notebook,15.6,8,2.3,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,1011.99,6.920661632531647,Mid (8GB),Mid (256GB),2.5,0,Standard
Toshiba,Ultrabook,13.3,32,1.05,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,165.63,1,0,Windows,2799.0,7.937374696163295,Ultra (32GB+),High (512GB),2.7,1,Ultralight
Asus,Gaming,15.6,8,1.99,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,1350.0,7.208600337960199,Mid (8GB),Ultra (1TB+),2.8,1,Light
Acer,Notebook,15.6,8,2.2,AMD,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,579.0,6.363028103540465,Mid (8GB),Ultra (1TB+),2.25,0,Standard
Asus,Gaming,17.3,24,4.33,Intel,2.6,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,1,1,Windows,1269.0,7.146772179452637,Ultra (32GB+),Ultra (1TB+),2.6,1,Heavy
Lenovo,Ultrabook,12.5,8,1.3,Intel,2.3,Intel,SSD,180.0,1366.0,768.0,125.37,0,1,Windows,1099.0,7.003065458786462,Mid (8GB),Mid (256GB),2.3,1,Ultralight
Lenovo,Notebook,15.6,8,2.17,Intel,1.8,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,898.9,6.8022836460399025,Mid (8GB),Mid (256GB),1.8,0,Standard
HP,Notebook,14.0,8,1.48,Intel,2.8,Intel,SSD,1024.0,1920.0,1080.0,157.35,0,0,Windows,1749.0,7.4673710669175595,Mid (8GB),Ultra (1TB+),2.8,1,Ultralight
Lenovo,Notebook,13.3,8,1.4,Intel,2.4,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,949.0,6.856461984594587,Mid (8GB),Mid (256GB),2.4,0,Ultralight
Lenovo,Notebook,15.6,8,2.3,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,911.0,6.815639990074331,Mid (8GB),Mid (256GB),2.5,0,Standard
Asus,Netbook,11.6,4,1.2,Intel,1.1,Intel,SSD,64.0,1366.0,768.0,135.09,0,0,Windows,340.0,5.831882477283517,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
HP,Notebook,15.6,8,1.91,Intel,2.5,AMD,SSD,256.0,1366.0,768.0,100.45,0,0,Windows,618.99,6.429703348876805,Mid (8GB),Mid (256GB),2.5,0,Light
Lenovo,2 in 1 Convertible,13.9,8,1.4,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,158.48,1,1,Windows,1599.0,7.3777589082278725,Mid (8GB),Mid (256GB),1.6,0,Ultralight
Lenovo,Notebook,14.0,4,2.1,Intel,1.1,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,299.0,5.703782474656201,Low (≤4GB),High (512GB),1.1,0,Standard
Lenovo,Netbook,11.6,4,1.25,Intel,1.6,Intel,SSD,16.0,1366.0,768.0,135.09,0,0,Chrome OS,265.0,5.583496308781699,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
Lenovo,Notebook,13.3,8,1.44,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,165.63,0,0,Windows,949.0,6.856461984594587,Mid (8GB),Mid (256GB),2.5,0,Ultralight
Asus,Notebook,15.6,8,2.0,Intel,2.7,Intel,Hybrid,1280.0,1920.0,1080.0,141.21,0,0,Windows,1224.0,7.110696122978827,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Acer,Notebook,15.6,4,2.2,Intel,1.6,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,1,Windows,613.0,6.419994928147142,Low (≤4GB),Ultra (1TB+),1.6,0,Standard
HP,Ultrabook,13.3,8,1.34,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,165.63,0,1,Windows,1323.0,7.188412736496954,Mid (8GB),High (512GB),2.7,1,Ultralight
Lenovo,Gaming,15.6,8,2.4,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,1,No OS,1149.0,7.047517221357296,Mid (8GB),Ultra (1TB+),2.8,1,Standard
Dell,Ultrabook,13.3,8,1.29,Intel,2.5,Intel,SSD,128.0,1920.0,1080.0,165.63,1,1,Windows,899.0,6.802394763324311,Mid (8GB),Low (≤128GB),2.5,1,Ultralight
Acer,Notebook,15.6,4,2.2,Intel,2.7,Nvidia,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,639.0,6.461468176353717,Low (≤4GB),High (512GB),2.7,0,Standard
Dell,Notebook,15.6,8,2.18,Intel,2.5,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,836.0,6.729824070489475,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,15.6,16,2.2,Intel,1.8,AMD,Hybrid,2304.0,1920.0,1080.0,141.21,0,0,Windows,1219.24,7.106802839691678,High (16GB),Ultra (1TB+),1.8,1,Standard
Xiaomi,Notebook,15.6,16,1.95,Intel,1.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,1,No OS,1399.95,7.244905856906428,High (16GB),Mid (256GB),1.8,1,Light
Asus,Netbook,11.6,2,1.1,Intel,1.1,Intel,SSD,32.0,1366.0,768.0,135.09,0,0,Windows,245.0,5.5053315359323625,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
HP,Notebook,15.6,4,2.04,Intel,1.6,Intel,HDD,1024.0,1366.0,768.0,100.45,1,0,Windows,521.47,6.258567565922647,Low (≤4GB),Ultra (1TB+),1.6,0,Standard
Asus,Gaming,15.6,24,2.24,Intel,2.8,Nvidia,SSD,512.0,1920.0,1080.0,141.21,0,0,Windows,2968.0,7.99598047476376,Ultra (32GB+),High (512GB),2.8,1,Standard
HP,Notebook,15.6,8,2.04,Intel,2.5,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,889.0,6.7912214627261855,Mid (8GB),Mid (256GB),2.5,0,Standard
Asus,Gaming,17.3,16,3.0,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,0,Windows,1504.0,7.316548177182976,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Gaming,15.6,8,3.2,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,141.21,0,1,Windows,1399.0,7.24422751560335,Mid (8GB),Ultra (1TB+),2.8,1,Heavy
HP,Ultrabook,13.3,8,1.32,Intel,2.7,Intel,SSD,256.0,1920.0,1080.0,165.63,0,1,Windows,1399.0,7.24422751560335,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Dell,Notebook,14.0,8,1.64,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1279.73,7.155185506847295,Mid (8GB),Mid (256GB),2.6,0,Light
HP,Notebook,15.6,4,1.63,Intel,2.5,Intel,SSD,128.0,1366.0,768.0,100.45,0,0,Windows,689.0,6.536691597591305,Low (≤4GB),Low (≤128GB),2.5,0,Light
Dell,Notebook,17.3,8,2.8,Intel,1.6,AMD,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Linux,889.0,6.7912214627261855,Mid (8GB),Ultra (1TB+),1.6,0,Heavy
Lenovo,Notebook,14.0,8,2.02,Intel,2.3,Intel,SSD,256.0,1920.0,1080.0,157.35,0,0,Windows,1340.0,7.201170883281678,Mid (8GB),Mid (256GB),2.3,0,Standard
Lenovo,Notebook,15.6,4,2.2,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Windows,799.0,6.684611727667927,Low (≤4GB),Ultra (1TB+),2.7,0,Standard
Lenovo,Notebook,15.6,8,2.2,Intel,2.5,Nvidia,HDD,2048.0,1366.0,768.0,100.45,0,0,No OS,459.0,6.131226489483141,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Dell,Notebook,15.6,4,2.3,Intel,2.5,AMD,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,585.0,6.373319789577012,Low (≤4GB),High (512GB),2.5,0,Standard
Dell,Notebook,15.6,8,1.9,Intel,2.8,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1377.0,7.228388451573604,Mid (8GB),Mid (256GB),2.8,0,Light
Dell,Gaming,17.3,16,4.42,Intel,2.8,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,1,Windows,3012.77,8.01094706572388,High (16GB),Ultra (1TB+),2.8,1,Heavy
Toshiba,Notebook,15.6,8,2.0,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,141.21,0,1,Windows,860.0,6.7580945044277305,Mid (8GB),High (512GB),2.5,0,Standard
Asus,Notebook,15.6,8,2.0,Intel,2.7,Nvidia,Hybrid,1280.0,3840.0,2160.0,282.42,0,1,Windows,1299.0,7.170119543449628,Mid (8GB),Ultra (1TB+),2.7,0,Standard
Mediacom,Notebook,13.3,4,1.2,Intel,1.1,Intel,SSD,32.0,1920.0,1080.0,165.63,0,1,Windows,369.0,5.91350300563827,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Asus,Gaming,15.6,8,2.3,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,1,Windows,1649.0,7.408530566894626,Mid (8GB),Ultra (1TB+),2.5,1,Standard
Dell,Notebook,15.6,8,1.93,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1369.0,7.222566018822171,Mid (8GB),Mid (256GB),2.8,0,Light
Dell,Notebook,15.6,8,2.2,Intel,1.6,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,797.41,6.682622249968917,Mid (8GB),Mid (256GB),1.6,0,Standard
HP,Notebook,15.6,4,1.86,Intel,1.6,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,398.99,5.991439546795477,Low (≤4GB),Mid (256GB),1.6,0,Light
HP,Gaming,17.3,12,2.62,Intel,2.8,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,0,Windows,1799.0,7.495541943884256,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Notebook,14.0,8,1.87,Intel,2.7,Nvidia,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,859.0,6.756932389247553,Mid (8GB),Mid (256GB),2.7,0,Light
Dell,Ultrabook,13.3,8,1.2,Intel,1.8,Intel,SSD,256.0,3200.0,1800.0,276.05,1,0,Windows,1399.0,7.24422751560335,Mid (8GB),Mid (256GB),1.8,1,Ultralight
Dell,Notebook,14.0,4,1.6,Intel,2.5,Intel,SSD,128.0,1920.0,1080.0,157.35,0,0,Windows,735.87,6.602411485857249,Low (≤4GB),Low (≤128GB),2.5,0,Light
HP,Ultrabook,13.3,8,1.34,Intel,2.7,Intel,SSD,256.0,3200.0,1800.0,276.05,0,1,Windows,1145.0,7.044032897274685,Mid (8GB),Mid (256GB),2.7,1,Ultralight
Acer,Gaming,15.6,8,2.4,Intel,2.5,Nvidia,HDD,1024.0,1920.0,1080.0,141.21,0,0,Linux,798.0,6.683360945766275,Mid (8GB),Ultra (1TB+),2.5,1,Standard
Asus,Notebook,15.6,4,2.0,AMD,1.8,AMD,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,349.0,5.857933154483459,Low (≤4GB),High (512GB),1.62,0,Standard
HP,Notebook,15.6,4,2.1,Intel,2.4,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,Windows,705.5,6.560323202124582,Low (≤4GB),Low (≤128GB),2.4,0,Standard
Lenovo,Notebook,14.0,4,1.87,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,157.35,0,0,Windows,785.0,6.666956792429207,Low (≤4GB),High (512GB),2.5,0,Light
Lenovo,Notebook,15.6,4,2.15,Intel,2.3,Intel,HDD,1024.0,1920.0,1080.0,141.21,0,0,No OS,462.35,6.138482708032701,Low (≤4GB),Ultra (1TB+),2.3,0,Standard
HP,Notebook,15.6,4,1.86,Intel,2.5,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,397.0,5.986452005284438,Low (≤4GB),High (512GB),2.5,0,Light
Lenovo,Notebook,15.6,8,1.99,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,141.21,0,1,Windows,1729.0,7.455876687491824,Mid (8GB),High (512GB),2.7,1,Light
Lenovo,Notebook,15.6,4,2.2,Intel,2.5,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,Windows,499.0,6.214608098422191,Low (≤4GB),Low (≤128GB),2.5,0,Standard
Dell,Notebook,15.6,8,1.9,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1116.99,7.019287709131214,Mid (8GB),Mid (256GB),2.5,0,Light
Dell,Gaming,17.3,16,4.42,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2699.0,7.90100705199242,High (16GB),Ultra (1TB+),2.8,1,Heavy
HP,Notebook,17.3,8,2.65,Intel,2.5,Intel,HDD,1024.0,1600.0,900.0,106.11,0,0,Windows,544.15,6.3010609861523905,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
HP,Notebook,17.3,8,2.63,Intel,2.7,Nvidia,HDD,1024.0,1920.0,1080.0,127.34,0,0,Windows,1280.0,7.155396301896734,Mid (8GB),Ultra (1TB+),2.7,0,Heavy
Asus,Notebook,15.6,4,2.0,Intel,1.1,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Linux,224.0,5.41610040220442,Low (≤4GB),High (512GB),1.1,0,Standard
Mediacom,Notebook,13.3,4,1.35,Intel,1.44,Intel,SSD,32.0,1920.0,1080.0,165.63,0,1,Windows,255.0,5.545177444479562,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
Lenovo,Notebook,17.3,6,2.8,Intel,2.7,Nvidia,Hybrid,1152.0,1600.0,900.0,106.11,0,0,Windows,949.0,6.856461984594587,Mid (8GB),Ultra (1TB+),2.7,0,Heavy
HP,Notebook,15.6,6,1.91,AMD,2.5,AMD,SSD,128.0,1920.0,1080.0,141.21,0,1,Windows,568.9,6.3454609068409535,Mid (8GB),Low (≤128GB),2.25,0,Light
Dell,Notebook,15.6,4,2.18,Intel,2.5,AMD,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,617.9,6.427943708745316,Low (≤4GB),Ultra (1TB+),2.5,0,Standard
Acer,2 in 1 Convertible,11.6,4,1.25,Intel,2.0,Intel,SSD,32.0,1920.0,1080.0,189.91,1,1,Windows,349.0,5.857933154483459,Low (≤4GB),Low (≤128GB),2.0,0,Ultralight
Lenovo,Notebook,15.6,4,2.05,Intel,2.7,Intel,SSD,128.0,1920.0,1080.0,141.21,0,0,Windows,630.0,6.447305862541213,Low (≤4GB),Low (≤128GB),2.7,0,Standard
HP,Ultrabook,13.3,16,1.16,Intel,1.2,Intel,SSD,512.0,3200.0,1800.0,276.05,1,1,Windows,1965.0,7.583756300707112,High (16GB),High (512GB),1.2,1,Ultralight
Lenovo,Notebook,17.3,8,3.4,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,127.34,0,1,Windows,2999.0,8.006367567650246,Mid (8GB),Mid (256GB),2.8,0,Heavy
Asus,Notebook,15.6,8,2.5,Intel,2.5,Nvidia,Hybrid,1152.0,1920.0,1080.0,141.21,0,0,Windows,839.0,6.733401891837359,Mid (8GB),Ultra (1TB+),2.5,0,Heavy
Dell,Ultrabook,13.3,8,1.21,Intel,1.6,Intel,SSD,128.0,3840.0,2160.0,331.26,1,1,Windows,1599.0,7.3777589082278725,Mid (8GB),Low (≤128GB),1.6,1,Ultralight
Dell,Notebook,15.6,4,1.93,Intel,2.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,959.0,6.866933284461882,Low (≤4GB),High (512GB),2.6,0,Light
Fujitsu,Notebook,15.6,8,2.2,Intel,2.5,Intel,HDD,1024.0,1366.0,768.0,100.45,0,0,Windows,739.0,6.606650186198215,Mid (8GB),Ultra (1TB+),2.5,0,Standard
Lenovo,Notebook,15.6,4,2.2,Intel,1.1,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,344.0,5.84354441703136,Low (≤4GB),High (512GB),1.1,0,Standard
Lenovo,Notebook,14.0,4,2.02,Intel,2.5,Intel,HDD,500.0,1366.0,768.0,111.94,0,0,Windows,990.0,6.898714534329988,Low (≤4GB),High (512GB),2.5,0,Standard
HP,Workstation,17.3,8,3.14,Intel,2.8,Nvidia,HDD,500.0,1600.0,900.0,106.11,0,0,Windows,1860.99,7.52940108725331,Mid (8GB),High (512GB),2.8,1,Heavy
HP,Notebook,14.0,8,1.94,Intel,1.6,Intel,HDD,2048.0,1366.0,768.0,111.94,0,0,Windows,389.0,5.966146739123692,Mid (8GB),Ultra (1TB+),1.6,0,Light
HP,Notebook,15.6,6,1.95,AMD,2.5,AMD,SSD,256.0,1920.0,1080.0,141.21,0,1,Windows,649.0,6.476972362889683,Mid (8GB),Mid (256GB),2.25,0,Light
Lenovo,Notebook,15.6,8,2.3,Intel,2.5,Intel,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,830.0,6.7226297948554485,Mid (8GB),Mid (256GB),2.5,0,Standard
Lenovo,Notebook,15.6,4,2.05,Intel,1.6,Intel,HDD,500.0,1920.0,1080.0,141.21,0,0,Windows,685.0,6.530877627725885,Low (≤4GB),High (512GB),1.6,0,Standard
Mediacom,Notebook,14.0,4,1.4,Intel,1.44,Intel,SSD,32.0,1920.0,1080.0,157.35,0,0,Windows,249.0,5.521460917862246,Low (≤4GB),Low (≤128GB),1.44,0,Ultralight
Toshiba,Ultrabook,14.0,16,1.24,Intel,2.7,Intel,SSD,512.0,1920.0,1080.0,157.35,1,0,Windows,1865.0,7.531552381407289,High (16GB),High (512GB),2.7,1,Ultralight
Lenovo,Gaming,17.3,32,4.6,Intel,2.7,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,2663.0,7.88758403166028,Ultra (32GB+),Ultra (1TB+),2.7,1,Heavy
MSI,Gaming,17.3,16,4.14,Intel,2.9,Nvidia,Hybrid,1536.0,1920.0,1080.0,127.34,0,0,Windows,2729.0,7.912056888179006,High (16GB),Ultra (1TB+),2.9,1,Heavy
Dell,Notebook,15.6,8,2.2,Intel,2.7,AMD,SSD,256.0,1920.0,1080.0,141.21,0,0,Linux,749.01,6.620086539774801,Mid (8GB),Mid (256GB),2.7,0,Standard
Mediacom,Notebook,14.0,4,1.45,Intel,1.1,Intel,SSD,32.0,1920.0,1080.0,157.35,0,1,Windows,389.0,5.966146739123692,Low (≤4GB),Low (≤128GB),1.1,0,Ultralight
Dell,Notebook,15.6,8,1.9,Intel,2.6,Intel,HDD,500.0,1366.0,768.0,100.45,0,0,Windows,1008.52,6.917230249344655,Mid (8GB),High (512GB),2.6,0,Light
HP,Notebook,13.3,4,1.49,Intel,2.4,Intel,SSD,128.0,1920.0,1080.0,165.63,0,0,Windows,719.0,6.579251212010101,Low (≤4GB),Low (≤128GB),2.4,0,Ultralight
Dell,Notebook,15.6,16,1.93,Intel,2.8,Nvidia,SSD,256.0,1920.0,1080.0,141.21,0,0,Windows,1537.39,7.338491693993433,High (16GB),Mid (256GB),2.8,1,Light
Dell,Netbook,11.6,4,1.26,Intel,1.6,Intel,SSD,16.0,1366.0,768.0,135.09,0,0,Chrome OS,295.0,5.69035945432406,Low (≤4GB),Low (≤128GB),1.6,0,Ultralight
MSI,Gaming,17.3,16,4.5,Intel,2.7,Nvidia,Hybrid,1152.0,1920.0,1080.0,127.34,0,0,Windows,2349.0,7.762170607138205,High (16GB),Ultra (1TB+),2.7,1,Heavy
HP,Gaming,17.3,16,3.78,Intel,2.8,Nvidia,Hybrid,1280.0,1920.0,1080.0,127.34,0,1,Windows,1498.0,7.312553498102598,High (16GB),Ultra (1TB+),2.8,1,Heavy
Lenovo,Ultrabook,14.0,12,1.4,Intel,2.6,Intel,SSD,256.0,1920.0,1080.0,157.35,0,1,Windows,1673.0,7.422971251049421,High (16GB),Mid (256GB),2.6,1,Ultralight
Lenovo,Notebook,15.6,12,2.2,Intel,1.8,Intel,HDD,1024.0,1366.0,768.0,100.45,1,0,Windows,609.0,6.413458957167357,High (16GB),Ultra (1TB+),1.8,0,Standard
